          Site Type        , Used,Fixed,Prohibited,Available,Util% 
 CLB LUTs                  ,46874,    0,         0,    87840,53.36 
   LUT as Logic            ,39836,    0,         0,    87840,45.35 
   LUT as Memory           , 7038,    0,         0,    57600,12.22 
     LUT as Distributed RAM, 2784,    0,          ,         ,      
     LUT as Shift Register , 4254,    0,          ,         ,      
 CLB Registers             ,74775,    0,         0,   175680,42.56 
   Register as Flip Flop   ,74775,    0,         0,   175680,42.56 
   Register as Latch       ,    0,    0,         0,   175680, 0.00 
 CARRY8                    , 2260,    0,         0,    14640,15.44 
 F7 Muxes                  ,  310,    0,         0,    58560, 0.53 
 F8 Muxes                  ,   64,    0,         0,    29280, 0.22 
 F9 Muxes                  ,    0,    0,         0,    14640, 0.00 
 Total,Clock Enable,Synchronous,Asynchronous 
 0    ,           _,          -,           - 
 0    ,           _,          -,         Set 
 0    ,           _,          -,       Reset 
 0    ,           _,        Set,           - 
 0    ,           _,      Reset,           - 
 0    ,         Yes,          -,           - 
 283  ,         Yes,          -,         Set 
 9827 ,         Yes,          -,       Reset 
 1567 ,         Yes,        Set,           - 
 63098,         Yes,      Reset,           - 
                  Site Type                , Used,Fixed,Prohibited,Available,Util% 
 CLB                                       , 9781,    0,         0,    14640,66.81 
   CLBL                                    , 4911,    0,          ,         ,      
   CLBM                                    , 4870,    0,          ,         ,      
 LUT as Logic                              ,39836,    0,         0,    87840,45.35 
   using O5 output only                    , 1254,     ,          ,         ,      
   using O6 output only                    ,29352,     ,          ,         ,      
   using O5 and O6                         , 9230,     ,          ,         ,      
 LUT as Memory                             , 7038,    0,         0,    57600,12.22 
   LUT as Distributed RAM                  , 2784,    0,          ,         ,      
     using O5 output only                  ,    0,     ,          ,         ,      
     using O6 output only                  ,   28,     ,          ,         ,      
     using O5 and O6                       , 2756,     ,          ,         ,      
   LUT as Shift Register                   , 4254,    0,          ,         ,      
     using O5 output only                  ,    0,     ,          ,         ,      
     using O6 output only                  , 2964,     ,          ,         ,      
     using O5 and O6                       , 1290,     ,          ,         ,      
 CLB Registers                             ,74775,    0,         0,   175680,42.56 
   Register driven from within the CLB     ,41838,     ,          ,         ,      
   Register driven from outside the CLB    ,32937,     ,          ,         ,      
     LUT in front of the register is unused,24476,     ,          ,         ,      
     LUT in front of the register is used  , 8461,     ,          ,         ,      
 Unique Control Sets                       , 2803,     ,         0,    29280, 9.57 
     Site Type    ,Used,Fixed,Prohibited,Available,Util% 
 Block RAM Tile   ,  97,    0,         0,      128,75.78 
   RAMB36/FIFO*   ,  23,    0,         0,      128,17.97 
     RAMB36E2 only,  23,     ,          ,         ,      
   RAMB18         , 148,    0,         0,      256,57.81 
